area,city,col_1,col_2,col_3,col_4,col_5,coordinates,country,founded,name,source,source_url,state,wikipedia_url
,River Forest,,,,,,41°53′15.13″N 87°49′12.43″W ﻿ / ﻿ 41.8875361°N 87.8201194°W ﻿ / 41.8875361; -87.8201194,United States,,Village of River Forest,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Springfield,,,,,,39°46′58.8″N 89°39′0″W ﻿ / ﻿ 39.783000°N 89.65000°W ﻿ / 39.783000; -89.65000,United States,,Washington Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,"https://en.wikipedia.org/wiki/Washington_Park_(Springfield,_Illinois)"
,Macomb,,Western Illinois University,,,,40°28′34.48″N 90°41′11.91″W ﻿ / ﻿ 40.4762444°N 90.6866417°W ﻿ / 40.4762444; -90.6866417,United States,,Western Illinois School of Agriculture Greenhouse,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,Elmhurst,,,,,,41°53′41.28″N 87°56′38.4″W ﻿ / ﻿ 41.8948000°N 87.944000°W ﻿ / 41.8948000; -87.944000,United States,,Wilder Park Conservatory,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Illinois,Illinois,
,,,,Michigan City,,,41°39′33″N 86°59′06″W ﻿ / ﻿ 41.6592°N 86.9850°W ﻿ / 41.6592; -86.9850,United States,,Brincka Cross Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Brincka_Cross_Gardens
,,,Ball State University,Muncie,,,40°11′58″N 85°24′57″W ﻿ / ﻿ 40.1995°N 85.4159°W ﻿ / 40.1995; -85.4159,United States,,Christy Woods,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Christy_Woods
,,,,Indianapolis,,,39°49′13″N 86°10′14″W ﻿ / ﻿ 39.8202°N 86.1705°W ﻿ / 39.8202; -86.1705,United States,,Crown Hill Cemetery,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Crown_Hill_Cemetery
,,,,Fort Wayne,,,41°04′33″N 85°08′20″W ﻿ / ﻿ 41.0759°N 85.1390°W ﻿ / 41.0759; -85.1390,United States,,Foellinger-Freimann Botanical Conservatory,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Foellinger-Freimann_Botanical_Conservatory
,,,,Michigan City,,,41°43′38″N 86°52′12″W ﻿ / ﻿ 41.7271°N 86.8699°W ﻿ / 41.7271; -86.8699,United States,,Friendship Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,
,,,Purdue University Northwest,Valparaiso,,,41°26′39″N 87°09′12″W ﻿ / ﻿ 41.4442°N 87.1532°W ﻿ / 41.4442; -87.1532,United States,,Gabis Arboretum at Purdue Northwest,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Gabis_Arboretum_at_Purdue_Northwest
,,,,Indianapolis,,,39°43′56″N 86°08′29″W ﻿ / ﻿ 39.7321°N 86.1415°W ﻿ / 39.7321; -86.1415,United States,,Garfield Park Conservatory and Sunken Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Garfield_Park_Conservatory_and_Sunken_Gardens
,,,,Evansville,,,38°01′42″N 87°38′57″W ﻿ / ﻿ 38.0283°N 87.6491°W ﻿ / 38.0283; -87.6491,United States,,Hartman Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,
,,,,Richmond,,,39°50′20″N 84°50′54″W ﻿ / ﻿ 39.8388°N 84.8482°W ﻿ / 39.8388; -84.8482,United States,,Hayes Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Hayes_Arboretum
,,,,Evansville,,,38°00′43″N 87°35′02″W ﻿ / ﻿ 38.0120°N 87.5840°W ﻿ / 38.0120; -87.5840,United States,,James Bethel Gresham Arboretum at Locust Hill Cemetery,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,
,,,Butler University,Indianapolis,,,39°50′34″N 86°10′17″W ﻿ / ﻿ 39.8427°N 86.1713°W ﻿ / 39.8427; -86.1713,United States,,James Irving Holcomb Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,
,,,,Lafayette,,,40°26′40″N 86°49′42″W ﻿ / ﻿ 40.4444°N 86.8283°W ﻿ / 40.4444; -86.8283,United States,,Jerry E. Clegg Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Jerry_E._Clegg_Botanic_Garden
,,,Indiana University,Bloomington,,,39°10′14″N 86°31′08″W ﻿ / ﻿ 39.1706°N 86.5190°W ﻿ / 39.1706; -86.5190,United States,,Jesse H. and Beulah Chanley Cox Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,
,,,,Evansville,,,37°59′47″N 87°36′18″W ﻿ / ﻿ 37.9963°N 87.6050°W ﻿ / 37.9963; -87.6050,United States,,Mesker Park Zoo and Botanic Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Mesker_Park_Zoo_and_Botanic_Garden
,,,,Muncie,,,40°12′18″N 85°23′19″W ﻿ / ﻿ 40.2049°N 85.3887°W ﻿ / 40.2049; -85.3887,United States,,Minnetrista,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Minnetrista
,,,,Valparaiso,,,41°28′45″N 87°03′59″W ﻿ / ﻿ 41.4792°N 87.0665°W ﻿ / 41.4792; -87.0665,United States,,Ogden Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,
,,,Indianapolis Museum of Art at Newfields,Indianapolis,,,39°49′42″N 86°11′07″W ﻿ / ﻿ 39.8283°N 86.1854°W ﻿ / 39.8283; -86.1854,United States,,Oldfields–Lilly House & Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Oldfields
,,,,South Bend,,,41°39′58″N 86°12′59″W ﻿ / ﻿ 41.6661°N 86.2165°W ﻿ / 41.6661; -86.2165,United States,,Potawatomi Conservatories,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Potawatomi_Conservatories
,,,Purdue University,West Lafayette,,,40°25′26″N 86°54′54″W ﻿ / ﻿ 40.42388°N 86.915°W ﻿ / 40.42388; -86.915,United States,,Purdue University Horticulture Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Purdue_University_Horticulture_Gardens
,,,,Huntington,,,40°52′44″N 85°30′22″W ﻿ / ﻿ 40.8788°N 85.5061°W ﻿ / 40.8788; -85.5061,United States,,Sunken Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,"https://en.wikipedia.org/wiki/Sunken_Gardens_(Huntington,_Indiana)"
,,,,Elkhart,,,41°41′48″N 85°58′37″W ﻿ / ﻿ 41.6968°N 85.9770°W ﻿ / 41.6968; -85.9770,United States,,Wellfield Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Wellfield_Botanic_Gardens
,,,Ball State University,Muncie,,,40°11′56″N 85°24′57″W ﻿ / ﻿ 40.1989°N 85.4157°W ﻿ / 40.1989; -85.4157,United States,,Wheeler Orchid Collection and Species Bank,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/Wheeler_Orchid_Collection_and_Species_Bank
,,,Indianapolis Zoo,Indianapolis,,,39°46′01″N 86°10′35″W ﻿ / ﻿ 39.7670°N 86.1763°W ﻿ / 39.7670; -86.1763,United States,,White River Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,https://en.wikipedia.org/wiki/White_River_Gardens
,,,,Evansville,,,37°59′17″N 87°32′14″W ﻿ / ﻿ 37.9880°N 87.5372°W ﻿ / 37.9880; -87.5372,United States,,William Halbrooks Arboretum at Oak Hill Cemetery,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Indiana,Indiana,"https://en.wikipedia.org/wiki/Oak_Hill_Cemetery_(Evansville,_Indiana)"
,Clinton,,,,,,,United States,,Bickelhaupt Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Bickelhaupt_Arboretum
,Des Moines,,,,,,,United States,,Arie den Boer Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Arie_den_Boer_Arboretum
,Dallas Center,,,,,,,United States,,Brenton Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Brenton_Arboretum
,Indianola,,,,,,,United States,,Buxton Park Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Buxton_Park_Arboretum
,Waterloo,,,,,,,United States,,Cedar Valley Arboretum & Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Cedar_Valley_Arboretum_%26_Botanic_Gardens
,Burlington,,,,,,,United States,,Crapo Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Crapo_Park
,Dubuque,,,,,,,United States,,Dubuque Arboretum and Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Dubuque_Arboretum_and_Botanical_Gardens
,Perry,,,,,,,United States,,Forest Park Museum and Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Forest_Park_Museum_and_Arboretum
,Norway,,,,,,,United States,,Frontier Organic Research Farm Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Frontier_Organic_Research_Farm_Botanical_Garden
,Des Moines,,,,,,,United States,,Greater Des Moines Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Greater_Des_Moines_Botanical_Garden
,Madrid,,,,,,,United States,,Iowa Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Iowa_Arboretum
,Des Moines,,,,,,,United States,,Lilac Arboretum and Children's Forest,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Lilac_Arboretum_and_Children%27s_Forest
,Muscatine,,,,,,,United States,,Muscatine Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,
,Newton,,,,,,,United States,,Newton Arboretum and Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Newton_Arboretum_and_Botanical_Gardens
,Ames,,Iowa State University,,,,,United States,,Reiman Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Reiman_Gardens
,Davenport,,,,,,,United States,,Stampe Lilac Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Duck_Creek_Park_and_Golf_Course
,Cedar Falls,,University of Northern Iowa,,,,,United States,,University of Northern Iowa Teaching and Research Greenhouse,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/University_of_Northern_Iowa_Teaching_and_Research_Greenhouse
,Davenport,,,,,,,United States,,Vander Veer Botanical Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Iowa,Iowa,https://en.wikipedia.org/wiki/Vander_Veer_Botanical_Park
,Belle Plaine,,,,,,,United States,,Bartlett Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/Bartlett_Arboretum_(Kansas)
,Wichita,,,,,,,United States,,"Botanica, The Wichita Gardens",Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,"https://en.wikipedia.org/wiki/Botanica,_The_Wichita_Gardens"
,Hesston,,,,,,,United States,,Dyck Arboretum of the Plains,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/Dyck_Arboretum_of_the_Plains
,Atchison,,,,,,,United States,,International Forest of Friendship,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/International_Forest_of_Friendship
,Wakefield,,,,,,,United States,,Kansas Landscape Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/Kansas_Landscape_Arboretum
,Manhattan,,Kansas State University,,,,,United States,,Kansas State University Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/Kansas_State_University_Gardens
,Overland Park,,"Overland Park, Kansas",,,,,United States,,Overland Park Arboretum and Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/Overland_Park_Arboretum_and_Botanical_Gardens
,Parsons,,,,,,,United States,,Parsons Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/Parsons_Arboretum
,Topeka,,,,,,,United States,,Reinisch Rose Garden and Doran Rock Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/Reinisch_Rose_Garden_and_Doran_Rock_Garden
,Sedgwick County,,,,,,,United States,,Sedgwick County Extension Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/Sedgwick_County_Extension_Arboretum
,Topeka,,,,,,,United States,,Ward-Meade Park Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,https://en.wikipedia.org/wiki/Ward-Meade_Park_Botanical_Gardens
,Kansas City,,University of Kansas Medical Center,,,,,United States,,University of Kansas Medical Center Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kansas,Kansas,
,Bowling Green,,,,,,,United States,,Baker Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,
,Clermont,,,,,,,United States,,Bernheim Arboretum and Research Forest,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,https://en.wikipedia.org/wiki/Bernheim_Arboretum_and_Research_Forest
,Union,,,,,,,United States,,Boone County Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,https://en.wikipedia.org/wiki/Boone_County_Arboretum
,Louisville,,,,,,,United States,,Cave Hill Cemetery,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,https://en.wikipedia.org/wiki/Cave_Hill_Cemetery
,Lexington,,,,,,,United States,,Kentucky Horse Park Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,
,Lexington,,,,,,,United States,,Lexington Cemetery,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,https://en.wikipedia.org/wiki/Lexington_Cemetery
,Lexington,,University of Kentucky,,,,,United States,,University of Kentucky Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,https://en.wikipedia.org/wiki/University_of_Kentucky_Arboretum
,Princeton,,University of Kentucky,,,,,United States,,University of Kentucky Research and Education Center Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,https://en.wikipedia.org/wiki/University_of_Kentucky_Research_and_Education_Center_Botanical_Garden
,Paris,,,,,,,United States,,Nannine Clay Wallis Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,https://en.wikipedia.org/wiki/Nannine_Clay_Wallis_Arboretum
,Louisville,,,,,,,United States,,Waterfront Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,https://en.wikipedia.org/wiki/Waterfront_Botanical_Gardens
,Owensboro,,,,,,,United States,,Western Kentucky Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,https://en.wikipedia.org/wiki/Western_Kentucky_Botanical_Garden
,Crestwood,,,,,,,United States,,Yew Dell Botanical Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Kentucky,Kentucky,
,Monroe,,,,,,,United States,,Biedenharn Museum and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/Biedenharn_Museum_and_Gardens
,Baton Rouge,,,,,,,United States,,Laurens Henry Cohn Sr. Memorial Plant Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/Laurens_Henry_Cohn_Sr._Memorial_Plant_Arboretum
,Shreveport,,,,,,,United States,,The Gardens of the American Rose Center,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/The_Gardens_of_the_American_Rose_Center
,Many,,,,,,,United States,,Hodges Gardens State Park,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/Hodges_Gardens_State_Park
,Baton Rouge,,,,,,,United States,,Independence Park Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/Independence_Park_Botanic_Gardens
,Avery Island,,,,,,,United States,,Jungle Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/Jungle_Gardens
,New Orleans,,,,,,,United States,,Longue Vue House and Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/Longue_Vue_House_and_Gardens
,Ville Platte,,,,,,,United States,,Louisiana State Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/Louisiana_State_Arboretum
,Ruston,,Louisiana Tech University,,,,,United States,,Louisiana Tech University Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/Louisiana_Tech_University_Arboretum
,Baton Rouge,,Louisiana State University,,,,,United States,,LSU AgCenter Botanic Gardens,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,
,Baton Rouge,,Louisiana State University,,,,,United States,,LSU Hilltop Arboretum,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/LSU_Hilltop_Arboretum
,New Orleans,,,,,,,United States,,New Orleans Botanical Garden,Wikipedia,https://en.wikipedia.org/wiki/List_of_botanical_gardens_and_arboretums_in_Louisiana,Louisiana,https://en.wikipedia.org/wiki/New_Orleans_Botanical_Garden
