source,osm_id,osm_type,tourism,name,lat,lon,region,electric_hookup,water_hookup,sewer,hookup,caravans,motorhome,capacity,fee,phone,website,opening_hours,country,addr_city,all_tags
OpenStreetMap,1127922858,way,camp_site,,-33.4016114,150.9697776,oceania,,,,,yes,,,yes,,https://delrioresort.com.au/Accommodation/camping/,,,,"{""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1127922859,way,camp_site,,-33.4043655,150.9673713,oceania,,,,,yes,,,yes,,https://delrioresort.com.au/Accommodation/camping/,,,,"{""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1130741181,way,camp_site,Coledale Beach Camping Reserve,-34.2873996,150.9484283,oceania,,,,,yes,,,yes,+61 2 4267 4302,https://www.coledalebeach.com.au/camping/,,,,"{""drinking_water"": ""yes"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes"", ""wheelchair"": ""yes""}"
OpenStreetMap,1131830738,way,camp_site,Gnaala Mia Campground,-32.8092058,116.8726773,oceania,,,,,yes,,,yes,+61 8 9881 9222,http://parkstay.dpaw.wa.gov.au/camp-finder/viewproperty/congelin/111/en,,,,"{""contact:website"": ""http://parkstay.dpaw.wa.gov.au/camp-finder/viewproperty/congelin/111/en"", ""operator"": ""Western Australia Department of Parks and Wildlife"", ""shower"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1132291841,way,camp_site,Toowoomba Showgrounds Caravan Park,-27.5611235,151.8842098,oceania,,,,,yes,,,yes,,https://www.toowoombashow.com.au/caravans/,,,,"{""access"": ""yes"", ""backcountry"": ""no"", ""camp_site"": ""serviced"", ""charge"": ""35 AUD"", ""dog"": ""yes"", ""operator"": ""Royal Agricultural Society of Queensland"", ""payment:cash"": ""yes"", ""reservation"": ""no"", ""shower"": ""yes"", ""static_caravans"": ""yes"", ""tents"": ""no""}"
OpenStreetMap,1133951937,way,camp_site,Doweriin Short Stay Accomodation and Caravan Park,-31.1899662,117.0334304,oceania,,,,,yes,,,yes,,,,,,"{""access"": ""customers"", ""cabins"": ""yes"", ""note"": ""approx shape"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1136039776,way,camp_site,Pingrup End of the Line Caravan Park and Outback Accomodation,-33.535096,118.5108841,oceania,,,,,yes,,,yes,,,,,,"{""access"": ""customers"", ""cabins"": ""yes"", ""laundry"": ""yes"", ""operator"": ""Shire of Kent"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1136932988,way,camp_site,Kirup Tavern Caravan Park,-33.7079945,115.8926843,oceania,,,,,yes,,,yes,,,,,,"{""access"": ""customers"", ""kitchen"": ""yes"", ""laundry"": ""yes"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1137177727,way,camp_site,Hinds River,-43.8095338,171.4305584,oceania,,,,,yes,,,,,,,,,"{""drinking_water"": ""no"", ""flood_prone"": ""yes"", ""name:de"": ""Hinds River"", ""name:en"": ""Hinds River"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""shower"": ""no"", ""tents"": ""yes""}"
OpenStreetMap,1137777708,way,camp_site,Kendenup Agricutural Grounds Nature Based Campground,-34.4908077,117.6138734,oceania,,,,,yes,,,yes,,,,,,"{""access"": ""customers"", ""operator"": ""Kendenup Agricultural Grounds"", ""payment:cash"": ""yes"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1138539059,way,camp_site,Normans Beach,-34.9212457,118.2143291,oceania,,,,,yes,,,no,,https://www.albany.wa.gov.au/facilities/recreation/camping.aspx,,,,"{""access"": ""yes"", ""capacity:caravans"": ""6 sites"", ""description"": ""Small cravans ONLY"", ""operator"": ""City of Albany"", ""shower"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1144205863,way,camp_site,Wavecrest Village & Tourist Park,-33.9181094,120.1356369,oceania,,,,,yes,,,yes,,,,,,"{""access"": ""customers"", ""cabins"": ""yes""}"
OpenStreetMap,1144995601,way,camp_site,Southern Cross Caravan Park,-28.9963012,144.4108435,oceania,,,,,yes,,,yes,,,,,,"{""shower"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1153379407,way,camp_site,Narrandera Caravan Park,-34.7631629,146.5403659,oceania,,,,,yes,,,yes,+61 2 6959 2955,https://www.narranderacaravanpark.com.au/,,,,"{""access"": ""customers"", ""addr:housenumber"": ""16322"", ""addr:street"": ""Newell Highway"", ""cabins"": ""yes"", ""camp_site"": ""deluxe"", ""dog"": ""leashed"", ""drinking_water"": ""yes"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""kitchen"": ""yes"", ""laundry"": ""yes"", ""power_supply"": ""yes"", ""reservation"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""static_caravans"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1153659135,way,caravan_site,Wagga Wagga Tourist Park,-35.1535054,147.4777749,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1153659139,way,caravan_site,Airport Tourist Park,-35.1489144,147.4652371,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1155235974,way,caravan_site,,-34.617126,117.660106,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1155435361,way,caravan_site,Kalgan River Caravan Park and Chalets,-34.9416459,117.9761829,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1157614307,way,camp_site,Starview Primitive Campsite,-31.9073243,141.4423455,oceania,,,,,yes,,,,,,,,,"{""camp_site"": ""serviced"", ""drinking_water"": ""yes"", ""power_supply"": ""no"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1157835268,way,caravan_site,Marina RV Park,-36.6211338,174.7926508,oceania,,,,,,,,yes,,,,,,"{""drinking_water"": ""yes"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1157840607,way,caravan_site,South Goulburn Caravan Park,-34.7714261,149.6952701,oceania,,,,,yes,,,yes,,https://www.southgoulburncaravanpark.com/,,,,"{""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1159532028,way,camp_site,Knottingley Park Campground,-44.7497855,171.0557453,oceania,,,,,yes,,,,,https://www.waimatedc.govt.nz/your-community/camping/2knottingley-park-arboretum,,,,"{""access"": ""yes"", ""capacity:tents"": ""16"", ""operator"": ""Waimate District Council"", ""tents"": ""yes""}"
OpenStreetMap,1161235948,way,camp_site,Waterfalls Campground,-37.0985039,143.3671113,oceania,,,,,yes,,,no,,,,,,"{""access"": ""yes"", ""addr:postcode"": ""3478"", ""addr:state"": ""VIC"", ""addr:street"": ""Waterfall Track"", ""addr:suburb"": ""Percydale"", ""capacity:persons"": ""30"", ""drinking_water"": ""no"", ""operator"": ""Waterfall Track, Percydale VIC 3478"", ""picnic_table"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1165026163,way,camp_site,Marrinup Townsite Camping Area,-32.7022006,116.0279766,oceania,,,,,yes,,,no,,https://bookings.visitmandurah.com/marrinup-townsite-camping-grounds,,,,"{""description"": ""Ex POW campsite"", ""tents"": ""yes"", ""toilets"": ""yes"", ""water"": ""no""}"
OpenStreetMap,1165288863,way,camp_site,Kolah Hut Camping Area,-32.5569429,135.5883066,oceania,,,,,yes,,,yes,,,,,,"{""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,1165312092,way,camp_site,Waddy Point Beachfront Campground,-24.9664106,153.3388398,oceania,,,,,yes,,,,,,,,,"{""operator"": ""Queensland Government"", ""tents"": ""yes""}"
OpenStreetMap,1166313265,way,caravan_site,Hanmer Springs Retreat Campervan Parking,-42.5305439,172.8292414,oceania,,,,,,,,,,,,,,"{""power_supply"": ""no"", ""sanitary_dump_station"": ""yes""}"
OpenStreetMap,1167957149,way,caravan_site,RV stop,-38.3225671,146.3260421,oceania,,,,,,,,donation,,,,,,"{""internet_access"": ""no"", ""power_supply"": ""no""}"
OpenStreetMap,1168442034,way,camp_site,Black Point Caravan Park,-34.607014,137.8821939,oceania,,,,,yes,,,yes,,https://blackpointcp.com.au/,,,,{}
OpenStreetMap,1169783819,way,camp_site,Moonlight Bay,-34.5123893,135.9976753,oceania,,,,,yes,,,no,,,,,,"{""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,1169897450,way,camp_site,Etty Bay Cabins and Caravan Park,-17.5575156,146.0895674,oceania,,,,,yes,,,,,,,,,"{""static_caravans"": ""yes""}"
OpenStreetMap,1174244653,way,caravan_site,Drummonds Cove Holiday Park,-28.6542408,114.6161201,oceania,,,,,,,,yes,+61 8 9938 2524,https://www.drummondcove.com/,,AU,,"{""addr:housenumber"": ""1633"", ""addr:state"": ""WA"", ""addr:street"": ""North West Coastal Highway"", ""addr:suburb"": ""Buller"", ""contact:facebook"": ""https://www.facebook.com/drummondcoveholidaypark/"", ""contact:instagram"": ""https://www.instagram.com/drummondcovehp/"", ""email"": ""holidays@drummondcove.com"", ""fax"": ""+61 8 9938 2563"", ""internet_access"": ""wlan"", ""internet_access:fee"": ""no"", ""phone:AU"": ""1800 992 524"", ""power_supply"": ""yes"", ""stars"": ""3"", ""tents"": ""yes""}"
OpenStreetMap,1175896050,way,caravan_site,Blue Wren Gardens and Accommodation,-41.1380304,146.1353624,oceania,,,,,,,,,,,,,,"{""addr:housenumber"": ""225"", ""addr:postcode"": ""7315"", ""addr:state"": ""TAS"", ""addr:street"": ""Penguin Road"", ""addr:suburb"": ""West Ulverstone""}"
OpenStreetMap,1176587293,way,caravan_site,,-35.3009799,139.505246,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587294,way,caravan_site,,-35.3011111,139.5053469,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587315,way,caravan_site,,-35.3010483,139.504304,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587316,way,caravan_site,,-35.3011282,139.5041585,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587317,way,caravan_site,,-35.3009804,139.5044308,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587319,way,caravan_site,,-35.3009005,139.5045764,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587320,way,caravan_site,,-35.3004714,139.504014,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587322,way,caravan_site,,-35.3003915,139.5041595,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587323,way,caravan_site,,-35.3006222,139.5037414,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587325,way,caravan_site,,-35.3005423,139.503887,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587326,way,caravan_site,,-35.3006931,139.5036223,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587328,way,caravan_site,,-35.3007877,139.5034714,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587329,way,caravan_site,,-35.3011918,139.5040341,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587334,way,caravan_site,,-35.3012073,139.5038615,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587357,way,caravan_site,,-35.3006561,139.5053635,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587359,way,caravan_site,,-35.3005864,139.5053037,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587361,way,caravan_site,,-35.3005207,139.5052498,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587363,way,caravan_site,,-35.3004513,139.5051909,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587365,way,caravan_site,,-35.3003825,139.5051338,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587367,way,caravan_site,,-35.300314,139.5050752,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587369,way,caravan_site,,-35.3002458,139.5050185,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587371,way,caravan_site,,-35.3001773,139.504961,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587373,way,caravan_site,,-35.3001081,139.5049012,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587375,way,caravan_site,,-35.3000375,139.5048425,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587377,way,caravan_site,,-35.2999707,139.5047855,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587379,way,caravan_site,,-35.2998987,139.5047277,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587382,way,caravan_site,,-35.2997567,139.5049664,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587384,way,caravan_site,,-35.2998295,139.5050249,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587386,way,caravan_site,,-35.2998968,139.5050831,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587389,way,caravan_site,,-35.3005266,139.5056065,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587391,way,caravan_site,,-35.3004495,139.5055426,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587393,way,caravan_site,,-35.3003813,139.5054842,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587395,way,caravan_site,,-35.3003121,139.5054283,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587397,way,caravan_site,,-35.3002432,139.50537,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587399,way,caravan_site,,-35.3001747,139.5053123,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587401,way,caravan_site,,-35.3001058,139.5052568,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587403,way,caravan_site,,-35.3000346,139.5051985,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587405,way,caravan_site,,-35.2999657,139.5051392,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1176587418,way,caravan_site,BIG4 The Bend,-35.3003906,139.5049234,oceania,,,,,,,,,,,,,,"{""brand"": ""Big 4 Holiday Parks"", ""brand:wikidata"": ""Q18636678"", ""short_name"": ""Big4""}"
OpenStreetMap,1178748647,way,camp_site,The Lodge of Dundee,-12.7167454,130.3514296,oceania,,,,,yes,,,yes,,http://www.thelodgeofdundee.com.au,,,,"{""drinking_water"": ""yes"", ""internet_access"": ""no"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""static_caravans"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes"", ""toilets:wheelchair"": ""yes"", ""wheelchair"": ""limited""}"
OpenStreetMap,1180115739,way,caravan_site,BIG4 Breeze Cania Gorge,-24.6613284,150.9629989,oceania,,,,,yes,,,yes,+61 7 4167 8188,https://breezeholidayparks.com.au/parks/cania-gorge/,,,,"{""addr:housenumber"": ""54"", ""addr:street"": ""Park Road"", ""brand"": ""Big 4 Holiday Parks"", ""brand:wikidata"": ""Q18636678"", ""cabins"": ""yes"", ""fires"": ""yes"", ""internet_access"": ""no"", ""nudism"": ""no"", ""old_name"": ""Cania Gorge Caravan and Tourist Park"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""short_name"": ""Big4"", ""shower"": ""hot"", ""tents"": ""yes"", ""toilets"": ""customers"", ""water_point"": ""yes""}"
OpenStreetMap,1180589364,way,caravan_site,Bacchus Marsh Caravan Park,-37.6713695,144.4262316,oceania,,,,,,,,,,,,,,"{""addr:housenumber"": ""26"", ""addr:street"": ""Main Street"", ""addr:suburb"": ""Bacchus Marsh""}"
OpenStreetMap,1181701989,way,caravan_site,Gayndah Heritage Railway,-25.6159451,151.6109161,oceania,,,,,yes,,,yes,,,,,,"{""addr:housenumber"": ""9"", ""addr:street"": ""National Street"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""shower"": ""no"", ""tents"": ""no"", ""toilets"": ""yes""}"
OpenStreetMap,1182653868,way,caravan_site,Southside Holiday Village,-23.4029911,150.5045986,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1183842639,way,camp_site,Sandstone Park,-25.073753,148.2774572,oceania,,,,,yes,,,yes,,https://www.sandstonepark.com.au/,,,,"{""access"": ""customers"", ""electricity"": ""none"", ""phone:AU"": ""1800 874 444"", ""shower"": ""no"", ""static_caravans"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1183882045,way,caravan_site,,-38.7407482,176.0803911,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1184589903,way,camp_site,Ayers Rock Campground Overflow,-25.2331164,130.9889301,oceania,,,,,yes,,,,,,,,,"{""drinking_water"": ""no"", ""internet_access"": ""no"", ""power_supply"": ""no"", ""shower"": ""no"", ""tents"": ""yes"", ""toilets"": ""no"", ""wheelchair"": ""yes""}"
OpenStreetMap,1185624670,way,caravan_site,Mapleton Cabins & Caravan Park,-26.6289176,152.8590965,oceania,,,,,,,,,,,,,,"{""area"": ""yes""}"
OpenStreetMap,1187069236,way,camp_site,Biloela Caravan & Tourist Park,-24.4090454,150.4955877,oceania,,,,,yes,,,yes,+61 409 694 855,https://www.ozzyparks.com.au/locations/biloela-caravan-park/overview/,,,,"{""access"": ""customers"", ""addr:housenumber"": ""98-100"", ""addr:street"": ""Dawson Highway"", ""cabins"": ""yes"", ""contact:facebook"": ""https://www.facebook.com/biloelacaravantouristpark"", ""operator"": ""Ozzy Parks"", ""power_supply"": ""yes"", ""shower"": ""yes"", ""static_caravans"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1187072658,way,camp_site,Biloela Heritage Park,-24.4027571,150.4993126,oceania,,,,,yes,,,yes,,,,,,"{""access"": ""customers"", ""addr:housenumber"": ""11"", ""addr:street"": ""Exhibition Avenue"", ""drinking_water"": ""yes"", ""maxstay"": ""48 hours"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""static_caravans"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1188399367,way,camp_site,Lawgi Heritage Park & Farm Stay,-24.5822297,150.6692657,oceania,,,,,yes,,,donation,+61 477 074 916,,,,,"{""access"": ""customers"", ""contact:facebook"": ""https://www.facebook.com/lawgiheritageparkfarmstay/"", ""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,1189586985,way,camp_site,Ilfracombe Van Park,-23.4903446,144.5093734,oceania,,,,,yes,,,yes,+61 7 4658 1510,https://ilfracombecaravanpark.com.au/,,,,"{""access"": ""customers"", ""alt_name"": ""Ilfracombe Caravan Park"", ""cabins"": ""yes"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1189914290,way,camp_site,Lake Gilles Conservation Park,-33.0349842,136.6051958,oceania,,,,,yes,,,no,,https://www.parks.sa.gov.au/parks/lake-gilles-conservation-park,,,,"{""operator"": ""South Australian Government"", ""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,1190505956,way,caravan_site,Reception - Big 4 Myall Holiday Resort,-32.4105847,152.2070333,oceania,,,,,,,,,,,,,,"{""addr:housenumber"": ""57"", ""addr:postcode"": ""2423"", ""addr:state"": ""NSW"", ""addr:street"": ""Stroud Street"", ""addr:suburb"": ""Bulahdelah"", ""building:levels"": ""1""}"
OpenStreetMap,1190722658,way,caravan_site,,-15.7773434,128.7378632,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1190950451,way,caravan_site,,-15.7830094,128.7426688,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1191519583,way,camp_site,Monto Caravan & Cabin Park,-24.8639944,151.1126225,oceania,,,,,yes,,,yes,+61 7 4166 1492,http://montocaravanpark.com.au/,,,,"{""access"": ""customers"", ""addr:housenumber"": ""16"", ""addr:postcode"": ""4630"", ""addr:state"": ""QLD"", ""addr:street"": ""Flinders Street"", ""addr:suburb"": ""Monto"", ""operator"": ""Kui Parks"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,1192258723,way,camp_site,Pink Gum,-35.1494384,138.5977782,oceania,,,,,yes,,,yes,,,,,,"{""drinking_water"": ""no"", ""internet_access"": ""no"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""no"", ""shower"": ""no"", ""static_caravans"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes"", ""toilets:wheelchair"": ""yes"", ""wheelchair"": ""limited""}"
OpenStreetMap,1193048624,way,camp_site,Trephina Gorge Panorama Campground,-23.5226062,134.3968785,oceania,,,,,yes,,,yes,,https://nt.gov.au/parks/find-a-park/trephina-gorge-nature-park,,,,"{""operator"": ""NT Parks"", ""static_caravans"": ""yes""}"
OpenStreetMap,1193529055,way,camp_site,Will's Beach Shack,-36.7856096,139.8604841,oceania,,,,,yes,,,,,http://www.willsbeachshack.com.au/,,,,"{""addr:housenumber"": ""61"", ""addr:street"": ""Ocean Road"", ""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,1193744036,way,camp_site,Southend Bush Camp,-37.5658495,140.1295651,oceania,,,,,yes,,,yes,,,,,,"{""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,1193755012,way,camp_site,Karijini Eco Retreat,-22.3874626,118.2640136,oceania,,,,,yes,,,,+61 8 9286 1731,https://www.karijiniecoretreat.com.au/,,,,"{""drinking_water"": ""yes"", ""internet_access"": ""no"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes"", ""wheelchair"": ""yes""}"
OpenStreetMap,1193755026,way,camp_site,Karijini Overflow Campground,-22.4870963,118.4760998,oceania,,,,,yes,,,,,https://exploreparks.dbca.wa.gov.au/site/karijini-overflow-campground,,,,"{""operator"": ""Karijini National Park"", ""tents"": ""yes""}"
OpenStreetMap,1193771230,way,caravan_site,,-35.6818179,142.6644786,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1195201003,way,caravan_site,Leigh Creeek Hotel Caravan Park,-30.5544979,138.4235685,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1196995513,way,camp_site,Wagoe Chalets & Camping Area,-27.8855268,114.1349781,oceania,,,,,yes,,,yes,,https://www.wagoe.com.au/,,,,"{""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1197831264,way,camp_site,Lake Wyangan,-34.2127237,146.01657,oceania,,,,,yes,,,no,,,,,,"{""access"": ""yes"", ""dog"": ""no"", ""drinking_water"": ""untreated"", ""maxstay"": ""3 days"", ""operator"": ""Griffith City Council"", ""power_supply"": ""no"", ""shower"": ""no"", ""source:geometry"": ""Bing aerial imagery"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1197857202,way,camp_site,Wooldridge (Uralla) Fossicking Area,-30.628766,151.4715597,oceania,,,,,yes,,,no,,,,,,"{""access"": ""yes"", ""operator"": ""Uralla Shire Council"", ""shower"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1200972448,way,camp_site,Ground #5,-34.2377391,150.8129065,oceania,,,,,yes,,,yes,,https://cataract.nsw.scouts.com.au/facility/accommodation/,,,,"{""group_only"": ""yes"", ""operator"": ""Cataract Scout Camp"", ""shower"": ""yes"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1203831488,way,camp_site,Knorrit Flat Riverside Retreat & Camping,-31.7974041,152.0600185,oceania,,,,,yes,,,yes,+61 2 6550 7541,https://knorritflat.com/,,,,"{""access"": ""customers"", ""addr:housenumber"": ""3109"", ""addr:state"": ""NSW"", ""addr:street"": ""Nowendoc Road"", ""addr:suburb"": ""Caffreys Flat"", ""contact:facebook"": ""https://www.facebook.com/knorritflat"", ""email"": ""knorritflat@gmail.com"", ""fireplace"": ""yes"", ""laundry"": ""no"", ""power_supply"": ""no"", ""shower"": ""yes"", ""static_caravans"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1204897286,way,camp_site,North Kurrajong,-22.172618,113.8612103,oceania,,,,,yes,,,,,,,,,"{""tents"": ""yes""}"
OpenStreetMap,1204897298,way,camp_site,Yardie Creek,-22.3208431,113.8132431,oceania,,,,,yes,,,,,https://exploreparks.dbca.wa.gov.au/site/yardie-creek-campground,,,,"{""tents"": ""yes""}"
OpenStreetMap,1205084419,way,caravan_site,,-39.4303321,174.1517037,oceania,,,,,,,,no,,,,,,"{""access"": ""yes"", ""amenity"": ""parking"", ""parking"": ""surface""}"
OpenStreetMap,1205649489,way,camp_site,Keera Road - Gwydir River Camps,-29.8640752,150.5951234,oceania,,,,,yes,,,yes,,,,,,"{""access"": ""yes"", ""note"": ""Approx shape only"", ""tents"": ""yes"", ""toilets"": ""no""}"
OpenStreetMap,1206032287,way,caravan_site,Lake Argyle Resort,-16.1125101,128.7405298,oceania,,,,,,,,,,,,,,"{""addr:street"": ""Lake Argyle Road"", ""power_supply"": ""yes""}"
OpenStreetMap,1206777352,way,camp_site,Lee and Jenny's Bush Camp,-13.6642528,130.6575984,oceania,,,,,yes,,,yes,,https://www.leeandjennysbushcamp.com.au/,,,,"{""access"": ""customers"", ""cabins"": ""yes"", ""power_supply"": ""yes"", ""static_caravans"": ""no"", ""tents"": ""yes""}"
OpenStreetMap,1206777354,way,camp_site,Stuarts Well Roadhouse Freecamp,-24.3388328,133.4597986,oceania,,,,,yes,,,no,,,,,,"{""access"": ""yes"", ""camp_site"": ""basic"", ""internet_access"": ""wlan"", ""power_supply"": ""no"", ""shower"": ""no"", ""static_caravans"": ""no"", ""toilets"": ""no""}"
OpenStreetMap,1207341599,way,camp_site,Kirkalocka 24hr Rest Area,-28.5908708,117.7798987,oceania,,,,,yes,,,no,,,,,,"{""access"": ""yes"", ""addr:street"": ""Great Northern Highway"", ""operator"": ""Main Roads WA"", ""static_caravans"": ""yes"", ""tents"": ""yes""}"
OpenStreetMap,1207352776,way,camp_site,Pelican Rest Tourist Park,-28.0276932,148.6000942,oceania,,,,,yes,,,yes,,,,,,"{""access"": ""customers"", ""cabins"": ""yes"", ""internet_access"": ""wlan"", ""kitchen"": ""yes"", ""static_caravans"": ""no"", ""tents"": ""yes""}"
OpenStreetMap,1207894823,way,camp_site,Wallam Creek (Yumba),-28.0269004,147.4767504,oceania,,,,,yes,,,yes,,,,,,"{""access"": ""yes"", ""camp_site"": ""standard"", ""charge"": ""Donation Box"", ""operator"": ""Ballone Shire Council"", ""power_supply"": ""no"", ""sanitary_dump_station"": ""yes"", ""shower"": ""no"", ""static_caravans"": ""no"", ""tents"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1208021923,way,caravan_site,Harvey Rainbow Caravan Park,-33.0791783,115.9027332,oceania,,,,,,,,,,,,,,"{""addr:housenumber"": ""199"", ""addr:street"": ""Kennedy Street"", ""contact:facebook"": ""https://www.facebook.com/p/Harvey-Rainbow-Caravan-Park-100082414896333/"", ""internet_access"": ""no"", ""power_supply"": ""yes"", ""sanitary_dump_station"": ""yes"", ""toilets"": ""yes""}"
OpenStreetMap,1208695713,way,caravan_site,,-16.3090842,128.2472503,oceania,,,,,,,,,,,,,,{}
OpenStreetMap,1208931372,way,caravan_site,,-15.4814025,128.1138384,oceania,,,,,,,,,,,,,,{}
